Module Department,Module Code,Module Name,Event ID,Year,Event Name,Event Type,Duration (minutes),Event Size,Timeslot,WholeClass,Online Delivery,Number of Weeks,Weeks,Room,Room type 2,Room Type 1,Building,Campus,Semester,Room Lock
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:9YD9GI7L2L,Y3,Y3 Introduction to SRC,Lecture,50,202,Monday 13:00,TRUE,,1,9,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:C9BSRSEH27,Y3,Y3 PCS3 - Business Skills - Patient Journey/C16-23_D_E_F1-7,Tutorial,110,24,Friday 11:00,FALSE,,1,31,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:EAYJF8FAU1,Y3,Y3 PCS3 - Business Skills - Client Experience 2/A_B_C1-15,Tutorial,90,62,Friday 09:00,FALSE,,1,30,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:ELL34OHCSZ,Y3,Y3 PCS3 - CPR,Lecture,50,202,Friday 13:00,TRUE,,1,9,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:EMTKVBC6LG,Y3,Y3 PCS3 - For Info: BVM&S Learning Contract Deadline: 4pm,Reminder,30,202,Friday 16:00,TRUE,Online Placeholder,1,9,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:FNGJNC7JLS,Y3,Y3 PCS3 - Clinical Examination of the Dog/A01-A10,Practical,50,10,Wednesday 09:00,FALSE,,1,18,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:FQ2HHTN4FP,Y3,Y3 PCS3 - Equine Ophthalmology/A,Practical,50,23,Thursday 16:00,FALSE,,1,35,0732_00_XX,Training Room,Locally Allocated Space,Equine Hospital,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:FX8FHZGVQO,Y3,Y3 PCS3 - Equine Ophthalmology/G,Practical,50,23,Tuesday 16:00,FALSE,,1,35,0732_00_XX,Training Room,Locally Allocated Space,Equine Hospital,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:HTESH1EEJV,Y3,Y3 PCS3 - Reflection and Reflective Writing,Lecture,50,202,Thursday 11:00,TRUE,,1,10,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:I3TIVN88HM,Y3,Y3 PCS3 - Clinical Examination of the Dog/D22-E08,Practical,50,10,Friday 15:00,FALSE,,1,28,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:I9MUI8FWYI,Y3,Y3 PCS3 - Preparing for Equine EMS 1/H,Practical,90,23,Wednesday 11:30,FALSE,,1,15,0704_00_G.04,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:MQ4XVYPTLT,Y3,Y3 PCS3 - Equine Ophthalmology 2,Lecture,50,202,Thursday 09:00,TRUE,,1,31,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09010_SS1_YR_2024/5,Professional & Clinical Skills (3),E:W5IT23LKMM,Y3,Y3 PCS3 - Equine Farriery/C16-23_D_E_F1-7,Practical,50,40,Tuesday 12:00,FALSE,,1,33,0732_00_XX,Training Room,Locally Allocated Space,Equine Hospital,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,"BVMS09010_SS1_YR_2024/5, BVMS09014_SS1_SEM1_2024/5, BVMS09013_SV1_SEM1_2024/5","Professional & Clinical Skills (3), Veterinary Pathology, Clinical Foundation Course (Yr 3)",E:6361DVAYWH,Y3,Y3 BVM&S Student Reps Training (lunch supplied),Jointly Taught Meeting,50,10,Wednesday 13:00,TRUE,,1,11,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:14QENJ3V1B,Y2,Y2 PCS 2 - Professional Mentor meeting 2/A5-6,Jointly Taught Meeting,50,10,Tuesday 14:00,FALSE,,1,30,0728_01_1.25,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:1ARLV65BCP,Y2,Y2 PCS 2 - Professional Mentor meeting 1/B1-2,Jointly Taught Meeting,50,10,Wednesday 13:00,FALSE,,1,15,0728_01_1.25,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:2IT77GFAMM,Y2,Y2 PCS2 - Clinical Skills Class 1/A,Practical,90,30,Friday 09:30,FALSE,,1,9,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:2LWBWVYYAJ,Y2,Y2 PCS2 - Clinical Skills Class 2/C,Practical,90,30,Thursday 15:30,FALSE,,1,15,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:2MKJ96RZNN,Y2,Y2 PCS 2 - Professional Mentor meeting 1/D5-6,Jointly Taught Meeting,50,10,Monday 15:00,FALSE,,1,14,0728_01_1.25,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:35QCBZLM3A,Y2,Y2 PCS2 - Clinical Skills Class 1/B,Practical,90,30,Wednesday 11:30,FALSE,,1,9,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:42PXBWS2WE,Y2,Y2 PCS 2 - Professional Mentor meeting 2/B3-4,Jointly Taught Meeting,60,10,Tuesday 14:30,FALSE,,1,30,0728_01_1.27,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:51SH2ASSBV,Y2,Y2 PCS2 - Evidence Based Debating: Keeping your Emotions & Opinions Out of it - Introduction and Group Assignments,Tutorial,80,125,Thursday 12:00,TRUE,,1,16,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:61K1OCICPD,Y2,Y2 PCS2 SPACES - Equine Colic/A,Tutorial,50,40,Monday 12:00,FALSE,,1,15,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:6J4OVZ1ZSF,Y2,Y2 PCS2 - Clinical Skills Class 1/C,Practical,80,30,Friday 11:00,FALSE,,1,9,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:7DBXR42NBM,Y2,Y2 PCS2 - Human Animal Bond/A,Tutorial,110,30,Tuesday 09:00,FALSE,,1,12,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:7KPOR66846,Y2,Y2 PCS 2 - Professional Mentor meeting 2/D5-6,Jointly Taught Meeting,50,10,Friday 12:00,FALSE,,1,30,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:8F4N7CZ8LV,Y2,Y2 PCS 2 - Professional Mentor meeting 2/B1-2,Jointly Taught Meeting,50,10,Wednesday 10:00,FALSE,,1,31,0728_01_1.27,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:8H4SYWG92N,Y2,Y2 PCS 2 - Professional Mentor meeting 1/D1-2,Jointly Taught Meeting,50,10,Monday 14:00,FALSE,,1,15,0728_01_1.25,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:9LVAZMO31A,Y2,Y2 PCS2 - Human Animal Bond/B,Tutorial,110,30,Friday 09:00,FALSE,,1,15,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:9X1M9ECFVW,Y2,Y2 PCS 2 - Professional Mentor meeting 1/A1-2,Jointly Taught Meeting,50,10,Tuesday 10:00,FALSE,,1,14,0728_01_1.24,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:AAQ9OHQQB1,Y2,Y2 PCS2 - Mid-course feedback,Tutorial,30,125,Thursday 12:30,TRUE,,1,19,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:ARPZER3L9W,Y2,Y2 PCS2 - Evidence Based Debating: Keeping Your Emotions & Opinions Out of It/C,Practical,50,40,Wednesday 09:00,FALSE,,1,17,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:AW14EN17AF,Y2,Y2 PCS2 - Clinical Examination of Equine 1 (Bottom Teaching Barn)/D04-06 (starts 14:45),Practical,60,30,Thursday 14:30,FALSE,,1,31,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:AYL4JNT1N4,Y2,Y2 PCS2 - Human Animal Bond/D,Tutorial,110,24,Friday 14:00,FALSE,,1,13,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:BT7UTI3PHL,Y2,Y2 PCS2 - Clinical Skills Class 3 (Optional)/D,Tutorial,80,40,Thursday 14:00,FALSE,,1,29,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:BU5ZB1DIUQ,Y2,Y2 PCS 2 - Professional Mentor meeting 1/C1-2,Jointly Taught Meeting,50,10,Monday 10:00,FALSE,,1,14,0728_01_1.24,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:CCL7S64RRQ,Y2,Y2 PCS2 - Clinical Examination of Equine 1 (Bottom Teaching Barn)/B03-06 (starts 13:45),Practical,60,30,Thursday 13:30,FALSE,,1,29,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:D1JHHQTXEF,Y2, Y2 PCS2 - The Vet/Client Relationship/CD,Practical,90,,Monday 09:00,FALSE,,1,18,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:DXACKG9Q3Z,Y2,Y2 PCS2 - Clinical Skills Class 2/D,Practical,90,30,Thursday 09:00,FALSE,,1,15,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:E6IUHB363M,Y2,Y2 PCS 2 - Professional Mentor meeting 2/C5-6,Jointly Taught Meeting,50,10,Monday 11:00,FALSE,,1,30,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:ED933DXM14,Y2,Y2 PCS 2 - Professional Mentor meeting 2/D1-2,Jointly Taught Meeting,50,10,Tuesday 11:00,FALSE,,1,30,0728_01_1.24,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:F3RS78R1JQ,Y2,Y2 PCS2 - Intercalated Degrees,Lecture,50,125,Thursday 16:00,TRUE,,1,9,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:J7AIWCGE1F,Y2,Y2 PCS 2 - Professional Mentor meeting 1/D3-4,Jointly Taught Meeting,50,10,Tuesday 15:00,FALSE,,1,14,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:K8BWAQEKR8,,Y2PCS2 - SPACES - GI obstruction Tutorial/A,Tutorial,50,40,Friday 15:00,FALSE,,1,13,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:ODHXHJ3C7C,Y2,Y2 PCS2 - Rectal Examination of Cattle (Langhill)/A17-B5 (starts 15:30),Practical,90,30,Tuesday 15:30,FALSE,,1,33,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:QN3G8QL6DF,Y2,Y2 PCS2 - Clinical Examination of Equine 1 (Bottom Teaching Barn)/A01-03 (starts 13:45),Practical,60,30,Tuesday 13:30,FALSE,,1,31,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:T8DHVQEAGD,Y2,Y2 PCS2 - Rectal Examination of Cattle (Langhill)/ C11-C26,Practical,90,16,Thursday 09:30,FALSE,,1,32,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:TFR63LYKFU,Y2,Y2 PCS2 - SPACES - Cat health check/B,Tutorial,50,40,Tuesday 16:00,FALSE,,1,11,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:TV3NS4QIBD,,Y2PCS2 - SPACES - GI obstruction Tutorial/B,Tutorial,50,40,Friday 10:00,FALSE,,1,13,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:VTXF6LUZT8,Y2,Y2 PCS2 - Clinical Skills Class 2/B,Practical,90,30,Monday 09:30,FALSE,,1,15,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:X7869TU2Q9,Y2,Y2 PCS2 - Rectal Examination of Cattle (Langhill)/B22-C10 (starts 15:30),Practical,90,30,Thursday 15:00,FALSE,,1,32,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08056_SS1_YR_2024/5,Professional & Clinical Skills 2,E:XYG8MQKOOS,Y2,Y2 PCS2 - SPACES - Cat health check/D,Tutorial,50,40,Thursday 10:00,FALSE,,1,11,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,"BVMS08056_SS1_YR_2024/5, BVMS08054_SS1_YR_2024/5","Professional & Clinical Skills 2, Professional & Clinical Skills GEP",E:GT29DN5FV5,Y2,GEP PCS & Y2 PCS2 - Introduction to Equine Clinical Examination,Lecture,50,123,Tuesday 12:00,TRUE,,1,29,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:12ZUCP63V8,Y4,Y4 PCS4 - Comm Skills - Challenging Scenarios (starts 14:00)/E16-18_C17-18_D18_D13-14,Practical,180,7,Thursday 13:30,FALSE,,1,27,0728_01_1.27,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:17MM8RZ41N,Y4,Y4 PCS4 - Year 4 SRC Intro/Update & E-resources Refresher Session with F Brown,Lecture,50,180,Monday 16:00,TRUE,,1,9,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:19LGGOAQY8,Y4,Y4 PCS4 - Practical Pharmacy Skills/H,Practical,110,20,Thursday 11:00,FALSE,,1,31,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:1ARZ3BXVT7,Y4,Y4 PCS4 - History Taking in HfSA & in General Practice,Lecture,50,180,Thursday 10:00,TRUE,,1,9,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:1M472OXL5G,Y4,Y4 PCS4 - Comm Skills - Challenging Scenarios (starts 14:00)/G09-15,Practical,150,7,Monday 14:00,FALSE,,1,32,0728_01_1.27,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:1QD19FYFNN,Y4,"Y4 PCS4 - Comm Skills - Challenging Scenarios (starts 14:00)/A19-22, E19-20",Practical,150,6,Tuesday 14:00,FALSE,,1,30,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:1TOEXS2XTX,Y4,Y4 PCS4 - Introduction to Clinical Small Animal Anaesthesia (Small Animal Hospital)/C17-18_D17-18,Practical,110,5,Monday 11:00,FALSE,,1,31,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:21BD29PIU5,Y4,Y4 PCS4 - GP Consult Simulation/F09-16,Practical,140,8,Tuesday 10:30,FALSE,,1,33,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:282N7EF624,Y4,Y4 PCS4 - Portfolio Deadline,Reminder,30,180,Friday 16:00,TRUE,Online Placeholder,1,35,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:28V486VN7Q,Y4,Y4 PCS4 - Comm Skills - Challenging Scenarios (starts 14:00)/D01-07,Practical,180,7,Monday 13:30,FALSE,,1,27,0728_01_1.27,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:32EXGJ2WAN,Y4,Y4 PCS4 - Troubleshooting in Veterinary Business/D,Tutorial,110,20,Friday 09:00,FALSE,,1,16,0728_01_1.27,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:3FS8QW5WD8,Y4,Y4 PCS4 - Introduction to Professional & Clinical Skills,Lecture,50,180,Monday 15:00,TRUE,,1,9,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:3GTMWJ2QZ3,Y4,Y4 PCS4 - Wellbeing in Practice (with R Allister)/E,Tutorial,110,20,Thursday 14:00,FALSE,,1,31,0728_00_G.02,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:3P28D5L5H1,Y4,Y4 PCS4 - Introduction to Clinical Small Animal Anaesthesia (Small Animal Hospital)/A13-16,Practical,110,4,Tuesday 09:00,FALSE,,1,12,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:3QFJIHOHVU,Y4,Y4 PCS4 - Introduction to Clinical Small Animal Anaesthesia (Small Animal Hospital)/F13-16,Practical,110,4,Tuesday 11:00,FALSE,,1,9,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:44BR8Z6M2H,Y4,Y4 PCS4 - Small Animal Euthanasia Simulation/D01-08,Practical,110,8,Thursday 09:00,FALSE,,1,19,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:58I9934M3V,Y4,Y4 PCS4 - Small Animal Euthanasia Simulation/F09-16,Practical,110,8,Wednesday 11:00,FALSE,,1,31,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:5N8SJMXDVS,Y4,Y4 PCS4 - Introduction to Clinical Small Animal Anaesthesia (Small Animal Hospital)/H09-12,Practical,110,7,Friday 14:00,FALSE,,1,26,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:76Y4TR8ZJO,Y4,"Y4 PCS4 - GP Consult Simulation/D19-22, F19-20",Practical,140,8,Tuesday 13:30,FALSE,,1,30,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:7BSTXB2L2Y,Y4,Y4 PCS4 - GP Consult Simulation/B09-16,Practical,140,8,Thursday 14:30,FALSE,,1,14,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:84SY6WIDSQ,Y4,Y4 PCS4 - Biochemistry Interpretation/CD,Practical,110,40,Monday 09:00,FALSE,,1,15,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:8BGC3Y725B,Y4,Y4 PCS4 - SRC - VERC Workshop (Optional)/ABDE,Workshop,50,10,Monday 10:00,FALSE,,1,12,0728_01_1.25,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:ABSU3PVNLD,Y4,Y4 PCS4 - Small Animal Euthanasia Simulation/F01-08,Practical,120,8,Tuesday 10:00,FALSE,,1,26,0728_01_1.26,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:GJEUT8V532,Y4,Y4 PCS4 - Introduction to Final Year,Lecture,50,180,Wednesday 09:00,TRUE,,1,10,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:K255MLJ7EM,Y4,Y4 PCS4 - SRC - Questionnaire Question Design (Optional),Workshop,90,10,Monday 09:30,TRUE,,1,17,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:RYZ1EXOHKP,Y4,Y4 PCS4 - PM Review & Planning Meeting Deadline,Reminder,30,180,Friday 12:30,TRUE,,1,14,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS10040_SS1_YR_2024/5,Professional & Clinical Skills 4,E:SOYF52UKTB,Y4,Y4 PCS4 - Introduction to Clinical Small Animal Anaesthesia (Small Animal Hospital)/G13-16,Practical,110,4,Friday 11:00,FALSE,,1,32,,No room required,No room required,,,Semester 2,No
