Module,Event,Time,Day
"Culture and healthcare in the UK and International context: Society, Culture and Health 3",Lecture,13:00,It's Friday Thennnnn
Introduction and Foundation of Qualitative Research,Lecture,13:00,It's Friday Thennnnn
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,14:00,It's Friday Thennnnn
Interpersonal Psychotherapy (IPT) - Level A,Lecture,14:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,14:00,It's Friday Thennnnn
Clinical Psychology 1,Tutorial,14:00,It's Friday Thennnnn
Clinical Psychology 2,Tutorial,14:00,It's Friday Thennnnn
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,15:00,It's Friday Thennnnn
Interpersonal Psychotherapy (IPT) - Level A,Lecture,15:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,15:00,It's Friday Thennnnn
Clinical Psychology 1,Tutorial,15:00,It's Friday Thennnnn
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,16:00,It's Friday Thennnnn
Interpersonal Psychotherapy (IPT) - Level A,Lecture,16:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,16:00,It's Friday Thennnnn
Clinical Psychology 1,Tutorial,16:00,It's Friday Thennnnn
Accounting for Business 1,Tutorial,09:00,Monday
Advanced Financial Accounting,Tutorial,09:00,Monday
Molecular Genetics 3,Practical,09:00,Monday
Organisational Behaviour 2,Tutorial,09:00,Monday
Planning for a start-up,Tutorial,09:00,Monday
The Animal Body (1),Practical,09:00,Monday
Professional & Clinical Skills (1),Practical,09:00,Monday
Professional & Clinical Skills 2,Tutorial,09:00,Monday
The Animal Body (3),Lecture,09:00,Monday
The Animal Body 2 (GEP),Lecture,09:00,Monday
The Animal Body 2 (GEP),Practical,09:00,Monday
Clinical Foundation Course (Yr 3),Practical,09:00,Monday
Integrated Clinical Course: Farm Animal,Practical,09:00,Monday
Veterinary Public Health,Practical,09:00,Monday
"Celtic Civilisation 1A: Barbarians, Saints, and Scholars",Tutorial,09:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,09:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,09:00,Monday
Responsible Management of Digital Innovation,Tutorial,09:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Lecture,09:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,09:00,Monday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Tutorial,09:00,Monday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Lecture,09:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,09:00,Monday
Professional Development Programme,Practical,09:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,09:00,Monday
Russian Language 2A,Tutorial,09:00,Monday
The Historian's Toolkit,Tutorial,09:00,Monday
Introduction to Historiography,Tutorial,09:00,Monday
Introduction to Data Science,Lecture,09:00,Monday
Whole body health 1,Tutorial,09:00,Monday
Whole body health 1,Practical,09:00,Monday
Whole Body Health 2,Lecture,09:00,Monday
Whole Body Health 2,Practical,09:00,Monday
Year 4 - Process of Care 1,Tutorial,09:00,Monday
Year 5 - Process of Care 2,Workshop,09:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,09:00,Monday
Life Sciences and Nursing Care,Practical,09:00,Monday
Comparative Politics in a Globalized World,Tutorial,09:00,Monday
Clinical Psychology 1,Tutorial,09:00,Monday
Clinical Psychology 2,Tutorial,09:00,Monday
Performance Costume 2A: Costume and Set Design for Performance,Tutorial,09:00,Monday
Ancient History 2a: Past and Present in the Ancient World,Tutorial,09:00,Monday
Biology 1A: Variation,Workshop,09:00,Monday
Biology 2B: Genetics and Evolution,Workshop,09:00,Monday
Mechanisms of Brain Development 3,Tutorial,09:00,Monday
Religion in Modern Britain,Lecture,09:00,Monday
Economics Honours Dissertation,Lecture,09:00,Monday
"Mathematics, Statistics and Econometrics",Lecture,09:00,Monday
Language and the Learner,Workshop,09:00,Monday
Italian 1,Lecture,09:00,Monday
Jurisprudence,Tutorial,09:00,Monday
Population Genetics,Tutorial,09:00,Monday
International Political Economy,Tutorial,09:00,Monday
Big Data and Psychological Science,Tutorial,09:00,Monday
Animal models and genomic modification for One Health Models of Disease,Lecture,09:00,Monday
Natural Hazards and Risk,Tutorial,09:00,Monday
Elements of Programming Languages,Lecture,09:00,Monday
Introduction to Linear Algebra,Workshop,09:00,Monday
Quantum Field Theory,Workshop,09:00,Monday
"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",Lecture,09:00,Monday
Professional & Clinical Skills (3),Tutorial,09:00,Monday
Fundamental Methods in Geography,Practical,09:00,Monday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,09:00,Monday
Public Law and Individual Rights,Tutorial,09:00,Monday
Optional Courses in Chemistry PGT,Tutorial,09:00,Monday
HPC Architectures,Lecture,09:00,Monday
Computer Graphics: Rendering,Tutorial,09:00,Monday
Cells to Organisms 2,Lecture,09:00,Monday
Landscape Architecture Design 2A,Tutorial,09:00,Monday
Molecular and Synthetic Plant Biology 3,Practical,09:00,Monday
Professional Development (MBA),Workshop,09:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Workshop,09:00,Monday
Making and Conceptualising Curriculum,Lecture,09:00,Monday
Dissertation (Performance Psychology),Workshop,09:00,Monday
Cancer Biology and Medicine,Practical,09:00,Monday
Design Exploration (Illustration),Lecture,09:00,Monday
Molecular and Cellular Immunology,Lecture,09:00,Monday
Performance Costume 3A: Costume in Action,Workshop,09:00,Monday
Performance Costume Graduate Design 4A,Workshop,09:00,Monday
Histories and Futures of Technology,Workshop,09:00,Monday
The Art of Listening: Advanced Qualitative Research,Workshop,09:00,Monday
Commutative Algebra,Lecture,09:00,Monday
Animal Diversity and Evolution 3,Practical,09:00,Monday
Quantitating drug binding,Practical,09:00,Monday
Advanced Cosmology,Workshop,09:00,Monday
Latin American Foreign Policies,Tutorial,09:00,Monday
Mapping Health and Illness Across Societies,Tutorial,09:00,Monday
Evidence and Enquiry: Research,Lecture,09:00,Monday
"Sport and Recreation: Performance Indicators, Measurement and Management 4B",Practical,09:00,Monday
Behavioural Finance and Market Efficiency,Lecture,09:00,Monday
Professional Practice,Workshop,09:00,Monday
Language and Intercultural Communication Pedagogy,Workshop,09:00,Monday
Place-Based Education and Outdoor Learning in the City.,Workshop,09:00,Monday
Medical Sciences 1.,Lecture,09:00,Monday
Principles of Public Health,Tutorial,09:00,Monday
PGDE Secondary Professional Studies,Tutorial,09:00,Monday
The Economics of Cities and Regions,Tutorial,09:00,Monday
Data Science in Ecology and Environmental Science,Workshop,09:00,Monday
Science of Close Relationships,Lecture,09:00,Monday
Spanish 4Hons - Language Paper 2 - Translation,Tutorial,09:00,Monday
Dynamics of Performance Teams,Lecture,09:00,Monday
"Law, Violence, and Humanity",Tutorial,09:00,Monday
Research Skills in Health Sciences,Practical,09:00,Monday
General Neuroscience,Practical,09:00,Monday
PGDE Secondary Curriculum and Pedagogy,Tutorial,10:00,Monday
Accounting for Business 1,Tutorial,10:00,Monday
Architectural Design: In Place,Tutorial,10:00,Monday
The Animal Body (1),Practical,10:00,Monday
The Animal Body (3),Tutorial,10:00,Monday
The Animal Body (3),Lecture,10:00,Monday
Animal Life & Food Safety 1,Lecture,10:00,Monday
Clinical Foundation Course (Yr 3),Lecture,10:00,Monday
Integrated Clinical Course: Farm Animal,Practical,10:00,Monday
Veterinary Public Health,Lecture,10:00,Monday
Introduction to Gaelic Language and Culture,Tutorial,10:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,10:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,10:00,Monday
CBT Placement 2,Workshop,10:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,10:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,10:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,10:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,10:00,Monday
Social Theory and Outdoor Education,Workshop,10:00,Monday
The Historian's Toolkit,Tutorial,10:00,Monday
Introduction to Historiography,Tutorial,10:00,Monday
Property Law (Ordinary),Tutorial,10:00,Monday
Professional Skills and Responsibility,Practical,10:00,Monday
Whole body health 1,Tutorial,10:00,Monday
Whole body health 1,Lecture,10:00,Monday
Whole Body Health 2,Tutorial,10:00,Monday
Whole Body Health 2,Workshop,10:00,Monday
Year 4 - Process of Care 1,Tutorial,10:00,Monday
Year 5 - Process of Care 2,Tutorial,10:00,Monday
Year 6 - Preparation for Practice,Tutorial,10:00,Monday
Mental Health: Life Sciences and Nursing Care 2,Practical,10:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,10:00,Monday
Life Sciences and Nursing Care,Practical,10:00,Monday
Research Skills in the Social Sciences: Data Collection,Workshop,10:00,Monday
Comparative Politics in a Globalized World,Tutorial,10:00,Monday
Sustainable Development 1a: Introducing Sustainable Development,Lecture,10:00,Monday
Clinical Psychology 1,Tutorial,10:00,Monday
Clinical Psychology 2,Tutorial,10:00,Monday
"Professionalism: Leading and managing in health and social care: Society, Culture and Health 4",Practical,10:00,Monday
Biology 1A: Variation,Lecture,10:00,Monday
Biology 1A: Variation,Workshop,10:00,Monday
Marketing & Climate Change,Lecture,10:00,Monday
Laboratory Techniques 1 Chemistry PGT,Workshop,10:00,Monday
Strategic Marketing (MBA),Tutorial,10:00,Monday
Film and TV 1A: Introduction to Film-making,Workshop,10:00,Monday
Essentials of Econometrics,Tutorial,10:00,Monday
Computer Security,Tutorial,10:00,Monday
International Political Economy,Tutorial,10:00,Monday
Animal models and genomic modification for One Health Models of Disease,Lecture,10:00,Monday
Conception to Parturition,Lecture,10:00,Monday
The Roman World 1A: The Rise of Rome,Lecture,10:00,Monday
Econometrics 1,Tutorial,10:00,Monday
Professional & Clinical Skills (3),Practical,10:00,Monday
Fundamental Methods in Geography,Practical,10:00,Monday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,10:00,Monday
Public Law and Individual Rights,Tutorial,10:00,Monday
Animal Life & Food Safety GEP,Practical,10:00,Monday
Fashion Design 2A: The Architects of the Body,Workshop,10:00,Monday
Computer Graphics: Rendering,Lecture,10:00,Monday
Numerical Recipes,Workshop,10:00,Monday
Landscape Architecture Design 2A,Tutorial,10:00,Monday
Applied Human Osteology,Practical,10:00,Monday
Strategic Leadership (MBA),Tutorial,10:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Tutorial,10:00,Monday
Cancer Biology and Medicine,Practical,10:00,Monday
Performance Costume Graduate Design 4A,Workshop,10:00,Monday
Automation and Industry,Practical,10:00,Monday
Imagining Anthropological Research,Tutorial,10:00,Monday
Accountancy 2A,Tutorial,10:00,Monday
Emotions: social and neuroscience perspectives,Tutorial,10:00,Monday
Molecular Microbiology 3,Tutorial,10:00,Monday
Quantitating drug binding,Practical,10:00,Monday
Contemporary Issues in Health and Wellbeing,Lecture,10:00,Monday
Professional Practice,Workshop,10:00,Monday
Place-Based Education and Outdoor Learning in the City.,Workshop,10:00,Monday
Outdoor and Environmental Education Praxis,Workshop,10:00,Monday
Film Medicine,Workshop,10:00,Monday
Researching with Media,Workshop,10:00,Monday
Foundations in Global Security,Tutorial,10:00,Monday
Programming Languages for HPC,Practical,10:00,Monday
The Economics of Cities and Regions,Tutorial,10:00,Monday
The Entrepreneurial Manager,Lecture,10:00,Monday
Theories and Techniques of Persuasion,Lecture,10:00,Monday
Spanish 4Hons - Language Paper 2 - Translation,Tutorial,10:00,Monday
Art in Context 2,Tutorial,10:00,Monday
"Law, Violence, and Humanity",Tutorial,10:00,Monday
Anatomy and Development Core,Practical,10:00,Monday
Applied Animal Behaviour & Welfare Dissertation,Lecture,10:00,Monday
Biomedical Sciences 3,Tutorial,10:00,Monday
Medical Sciences Academic Portfolio,Workshop,10:00,Monday
Accounting for Business 1,Tutorial,11:00,Monday
Landscape architecture design: Context and Grounding,Lecture,11:00,Monday
Anatomy of the head and neck,Workshop,11:00,Monday
Planning for a start-up,Tutorial,11:00,Monday
The Animal Body (1),Practical,11:00,Monday
Professional & Clinical Skills (1),Practical,11:00,Monday
The Animal Body (3),Lecture,11:00,Monday
Integrated Clinical Course: Farm Animal,Practical,11:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,11:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,11:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,11:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,11:00,Monday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Tutorial,11:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,11:00,Monday
Professional Development Programme,Practical,11:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,11:00,Monday
The Historian's Toolkit,Tutorial,11:00,Monday
Introduction to Historiography,Tutorial,11:00,Monday
Property Law (Ordinary),Tutorial,11:00,Monday
Professional Skills and Responsibility,Practical,11:00,Monday
Introduction to Data Science,Lecture,11:00,Monday
Whole body health 1,Tutorial,11:00,Monday
Whole body health 1,Practical,11:00,Monday
Whole Body Health 2,Tutorial,11:00,Monday
Whole Body Health 2,Lecture,11:00,Monday
Year 4 - Process of Care 1,Tutorial,11:00,Monday
Year 5 - Process of Care 2,Lecture,11:00,Monday
Year 6 - Preparation for Practice,Practical,11:00,Monday
Mental Health: Life Sciences and Nursing Care 2,Practical,11:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,11:00,Monday
Research Skills in the Social Sciences: Data Collection,Workshop,11:00,Monday
Politics and International Relations 1A: Concepts and Debates,Tutorial,11:00,Monday
Human Genetics and Molecular Medicine,Tutorial,11:00,Monday
Clinical Psychology 1,Tutorial,11:00,Monday
Clinical Psychology 2,Tutorial,11:00,Monday
Interior Design 3C: Externality,Lecture,11:00,Monday
Biology 1A: Variation,Practical,11:00,Monday
Biology 2B: Genetics and Evolution,Practical,11:00,Monday
"Mergers, Acquisitions, and Corporate Restructuring",Lecture,11:00,Monday
Film and TV 2B: Visual Aesthetics in Cinema,Lecture,11:00,Monday
Religion in Modern Britain,Tutorial,11:00,Monday
Economics Honours Dissertation,Workshop,11:00,Monday
Essentials of Econometrics,Tutorial,11:00,Monday
Computer Security,Lecture,11:00,Monday
Jurisprudence,Tutorial,11:00,Monday
International Political Economy,Tutorial,11:00,Monday
Theories of International Relations,Tutorial,11:00,Monday
Animal models and genomic modification for One Health Models of Disease,Lecture,11:00,Monday
Game Theory,Lecture,11:00,Monday
Econometrics 1,Tutorial,11:00,Monday
Informatics 2 - Introduction to Algorithms and Data Structures,Tutorial,11:00,Monday
Immunology 3,Tutorial,11:00,Monday
Professional & Clinical Skills (3),Tutorial,11:00,Monday
Professional & Clinical Skills (3),Practical,11:00,Monday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,11:00,Monday
Public Law and Individual Rights,Tutorial,11:00,Monday
"Mind, Matter and Language",Tutorial,11:00,Monday
Active Vision,Tutorial,11:00,Monday
Animal Life & Food Safety GEP,Practical,11:00,Monday
Computer Graphics: Rendering,Lecture,11:00,Monday
Fourier Analysis and Statistics,Workshop,11:00,Monday
Landscape Architecture Design 2A,Tutorial,11:00,Monday
Pathogen Biology 3,Workshop,11:00,Monday
Applied Human Osteology,Practical,11:00,Monday
Introduction to Corporate Finance,Tutorial,11:00,Monday
Professional Development (MBA),Workshop,11:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Tutorial,11:00,Monday
Animal Life & Food Safety 2,Practical,11:00,Monday
Organising for Effectiveness (MBA),Tutorial,11:00,Monday
Performance Costume Graduate Design 4B,Workshop,11:00,Monday
Histories and Futures of Technology,Workshop,11:00,Monday
Accelerated Proofs and Problem Solving,Lecture,11:00,Monday
"Working with Risk, trust and Complexity (PG)",Tutorial,11:00,Monday
"Sustainable Architecture, Structural Form and Embodied Energy",Tutorial,11:00,Monday
Molecular Microbiology 3,Tutorial,11:00,Monday
Combinatorics and Graph Theory,Workshop,11:00,Monday
History and Theory of Conservation,Lecture,11:00,Monday
Biology of Animal Welfare,Lecture,11:00,Monday
Cardiovascular Pharmacology & Therapeutics,Tutorial,11:00,Monday
Professional Practice,Lecture,11:00,Monday
Professional Practice,Workshop,11:00,Monday
Dimensions of Teaching,Workshop,11:00,Monday
Outdoor and Environmental Education Praxis,Workshop,11:00,Monday
Strategising for Sustainability,Tutorial,11:00,Monday
PGDE Secondary Professional Studies,Tutorial,11:00,Monday
Global Englishes,Tutorial,11:00,Monday
Introduction to Ecological and Environmental Sciences,Workshop,11:00,Monday
Experimental Immunology,Workshop,11:00,Monday
Japanese Philosophy,Tutorial,11:00,Monday
Anthropology in Practice,Tutorial,11:00,Monday
"Health, Illness and Society 3",Tutorial,11:00,Monday
Big Data Analytics (on campus),Tutorial,11:00,Monday
PGDE Secondary Curriculum and Pedagogy,Tutorial,12:00,Monday
Accounting for Business 1,Tutorial,12:00,Monday
"The Transformation of the Roman World, ca. 300-800: Towards Byzantium and the Early Medieval West",Tutorial,12:00,Monday
Landscape architecture design: Context and Grounding,Tutorial,12:00,Monday
Presentation: Methods & Context 3,Tutorial,12:00,Monday
Population and Community Ecology 3,Tutorial,12:00,Monday
Anatomy of the head and neck,Lecture,12:00,Monday
Business Research Methods I: Introduction to Data Analysis,Tutorial,12:00,Monday
Psychological Well-being and Business,Tutorial,12:00,Monday
The Animal Body (1),Practical,12:00,Monday
The Animal Body (3),Tutorial,12:00,Monday
The Animal Body (3),Practical,12:00,Monday
Animal Life & Food Safety 1,Practical,12:00,Monday
The Animal Body 2 (GEP),Lecture,12:00,Monday
Clinical Foundation Course (Yr 3),Lecture,12:00,Monday
Professional & Clinical Skills 4,Lecture,12:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,12:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,12:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,12:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,12:00,Monday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Tutorial,12:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,12:00,Monday
Professional Development Programme,Workshop,12:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,12:00,Monday
The Historian's Toolkit,Tutorial,12:00,Monday
Property Law (Ordinary),Tutorial,12:00,Monday
Professional Skills and Responsibility,Practical,12:00,Monday
Whole body health 1,Lecture,12:00,Monday
Whole Body Health 2,Tutorial,12:00,Monday
Year 4 - Process of Care 1,Tutorial,12:00,Monday
Year 6 - Preparation for Practice,Practical,12:00,Monday
Mental Health: Life Sciences and Nursing Care 2,Practical,12:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,12:00,Monday
Research Skills in the Social Sciences: Data Collection,Workshop,12:00,Monday
Morality and Value,Tutorial,12:00,Monday
Comparative Politics in a Globalized World,Tutorial,12:00,Monday
Politics and International Relations 1A: Concepts and Debates,Tutorial,12:00,Monday
Introduction to Social Anthropology,Tutorial,12:00,Monday
Sustainable Development 1a: Introducing Sustainable Development,Tutorial,12:00,Monday
Clinical Psychology 1,Tutorial,12:00,Monday
Clinical Psychology 2,Tutorial,12:00,Monday
Strategic Marketing (MBA),Tutorial,12:00,Monday
Dance Pedagogy,Workshop,12:00,Monday
Language and the Learner,Workshop,12:00,Monday
TESOL Methodology,Lecture,12:00,Monday
Computer Security,Tutorial,12:00,Monday
Population Genetics,Tutorial,12:00,Monday
Theories of International Relations,Tutorial,12:00,Monday
Animal models and genomic modification for One Health Models of Disease,Lecture,12:00,Monday
The Roman World 1A: The Rise of Rome,Tutorial,12:00,Monday
Econometrics 1,Lecture,12:00,Monday
Informatics 2 - Introduction to Algorithms and Data Structures,Tutorial,12:00,Monday
Professional & Clinical Skills (3),Practical,12:00,Monday
Fundamental Methods in Geography,Practical,12:00,Monday
Public Law and Individual Rights,Tutorial,12:00,Monday
Optional Courses in Chemistry PGT,Tutorial,12:00,Monday
Performance Costume 4C: Design Presentation,Workshop,12:00,Monday
Symmetries of Particles and Fields,Tutorial,12:00,Monday
Cells to Organisms 2,Lecture,12:00,Monday
Structures and Functions of Proteins 3,Practical,12:00,Monday
Pathogen Biology 3,Practical,12:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Tutorial,12:00,Monday
Data Science in Economics,Tutorial,12:00,Monday
Making and Conceptualising Curriculum,Workshop,12:00,Monday
Cancer Biology and Medicine,Practical,12:00,Monday
Molecular and Cellular Immunology,Lecture,12:00,Monday
Biology 1B: Life,Lecture,12:00,Monday
Biology 1B: Life,Workshop,12:00,Monday
Performance Costume 1A: Introduction to Performance Costume,Workshop,12:00,Monday
Histories and Futures of Technology,Workshop,12:00,Monday
The Art of Listening: Advanced Qualitative Research,Workshop,12:00,Monday
"Working with Risk, trust and Complexity (UG)",Tutorial,12:00,Monday
Themes in Scottish History since 1560,Lecture,12:00,Monday
Accountancy 1A,Tutorial,12:00,Monday
Reproductive Cancers,Lecture,12:00,Monday
History and Theory of Conservation,Lecture,12:00,Monday
Animal Cognition and Consciousness,Lecture,12:00,Monday
Professional Practice,Lecture,12:00,Monday
Outdoor and Environmental Education Praxis,Workshop,12:00,Monday
French 2 Literature and Culture,Tutorial,12:00,Monday
Futures and Options,Lecture,12:00,Monday
Fashion Illustration and Communication 1: Introducing the Fundamentals of Visual Communication for Fashion,Workshop,12:00,Monday
Film Medicine,Tutorial,12:00,Monday
Geoscience Outreach and Engagement,Workshop,12:00,Monday
Design and Analysis of Parallel Algorithms,Lecture,12:00,Monday
Chinese Politics,Lecture,12:00,Monday
Introduction to Ecological and Environmental Sciences,Lecture,12:00,Monday
"Firms, Markets, and Competition",Tutorial,12:00,Monday
Feminist Philosophy,Tutorial,12:00,Monday
Medical Sciences 4,Tutorial,12:00,Monday
General Neuroscience,Lecture,12:00,Monday
Ethics and Governance in Psychological Practice,Lecture,12:00,Monday
Artistic Research - Themes and Methods,Lecture,12:00,Monday
PGDE Secondary Curriculum and Pedagogy,Tutorial,13:00,Monday
Accounting for Business 1,Tutorial,13:00,Monday
Architectural Design: In Place,Lecture,13:00,Monday
Landscape Architecture Techniques 2A,Lecture,13:00,Monday
Presentation: Methods & Context 3,Workshop,13:00,Monday
Psychological Well-being and Business,Tutorial,13:00,Monday
Planning for a start-up,Tutorial,13:00,Monday
The Animal Body (1),Lecture,13:00,Monday
The Animal Body (1),Practical,13:00,Monday
The Animal Body (3),Tutorial,13:00,Monday
The Animal Body (3),Practical,13:00,Monday
The Animal Body 2 (GEP),Lecture,13:00,Monday
Veterinary Pathology,Practical,13:00,Monday
Veterinary Public Health,Lecture,13:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,13:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,13:00,Monday
Psychological Skills Placement,Lecture,13:00,Monday
Responsible Management of Digital Innovation,Tutorial,13:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,13:00,Monday
History of Christianity as a World Religion 1A,Lecture,13:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,13:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,13:00,Monday
Social Theory and Outdoor Education,Workshop,13:00,Monday
Human Geography,Tutorial,13:00,Monday
The Historian's Toolkit,Tutorial,13:00,Monday
Introduction to Historiography,Tutorial,13:00,Monday
Family Law (Ordinary),Tutorial,13:00,Monday
Property Law (Ordinary),Tutorial,13:00,Monday
Professional Skills and Responsibility,Practical,13:00,Monday
Whole body health 1,Practical,13:00,Monday
Whole Body Health 2,Tutorial,13:00,Monday
Whole Body Health 2,Lecture,13:00,Monday
Year 4 - Process of Care 1,Tutorial,13:00,Monday
Year 5 - Process of Care 2,Lecture,13:00,Monday
Review of Neuroscience,Lecture,13:00,Monday
Mental Health: Life Sciences and Nursing Care 2,Practical,13:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,13:00,Monday
Life Sciences and Nursing Care,Practical,13:00,Monday
Research Skills in the Social Sciences: Data Collection,Workshop,13:00,Monday
Morality and Value,Tutorial,13:00,Monday
Comparative Politics in a Globalized World,Tutorial,13:00,Monday
Politics and International Relations 1A: Concepts and Debates,Tutorial,13:00,Monday
Introduction to Social Anthropology,Tutorial,13:00,Monday
Clinical Psychology 1,Tutorial,13:00,Monday
Clinical Psychology 2,Tutorial,13:00,Monday
Performance Costume 2A: Costume and Set Design for Performance,Tutorial,13:00,Monday
"Professionalism: Leading and managing in health and social care: Society, Culture and Health 4",Practical,13:00,Monday
"International Development, Aid and Humanitarianism",Tutorial,13:00,Monday
Ancient History 2a: Past and Present in the Ancient World,Tutorial,13:00,Monday
Biology 1A: Variation,Practical,13:00,Monday
Biology 2B: Genetics and Evolution,Practical,13:00,Monday
International Business: Globalisation and Trade 2A,Tutorial,13:00,Monday
Laboratory Techniques 1 Chemistry PGT,Workshop,13:00,Monday
Translation Studies 1,Workshop,13:00,Monday
Statistics For Finance,Lecture,13:00,Monday
"Mathematics, Statistics and Econometrics",Lecture,13:00,Monday
Educational Studies 1a: Introduction to Education and Education Research,Workshop,13:00,Monday
Dance Pedagogy,Practical,13:00,Monday
Language and the Learner,Workshop,13:00,Monday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,13:00,Monday
Jurisprudence,Tutorial,13:00,Monday
Mathematics for the Natural Sciences 1a,Lecture,13:00,Monday
Population Genetics,Tutorial,13:00,Monday
Particle Physics,Lecture,13:00,Monday
Animal models and genomic modification for One Health Models of Disease,Lecture,13:00,Monday
The Roman World 1A: The Rise of Rome,Tutorial,13:00,Monday
Game Theory,Tutorial,13:00,Monday
Scottish Legal System,Tutorial,13:00,Monday
Professional & Clinical Skills (3),Practical,13:00,Monday
Fundamental Methods in Geography,Lecture,13:00,Monday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,13:00,Monday
Anatomy and Pathology 2,Tutorial,13:00,Monday
"Mind, Matter and Language",Tutorial,13:00,Monday
Sport Science 1A: Physiology & Skill Acquisition,Practical,13:00,Monday
Professional Issues (Level 10),Tutorial,13:00,Monday
Fourier Analysis and Statistics,Lecture,13:00,Monday
Numerical Recipes,Workshop,13:00,Monday
Critical Analysis,Tutorial,13:00,Monday
Building Analysis,Lecture,13:00,Monday
Structures and Functions of Proteins 3,Lecture,13:00,Monday
Applied Human Osteology,Tutorial,13:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Tutorial,13:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Workshop,13:00,Monday
Data Science in Economics,Tutorial,13:00,Monday
Psychology Tutorial Course,Tutorial,13:00,Monday
Cancer Biology and Medicine,Practical,13:00,Monday
Biology 1B: Life,Workshop,13:00,Monday
Performance Costume 3A: Costume in Action,Tutorial,13:00,Monday
Statistics and Data Analysis,Lecture,13:00,Monday
"Languages, Society and Education",Workshop,13:00,Monday
Thinking and Reasoning,Lecture,13:00,Monday
Social Work in Communities,Lecture,13:00,Monday
Accountancy 1A,Tutorial,13:00,Monday
Chemistry 3P Practical and Transferable Skills,Practical,13:00,Monday
Mapping Health and Illness Across Societies,Tutorial,13:00,Monday
Accounting for Business 2,Tutorial,13:00,Monday
Animal Cognition and Consciousness,Lecture,13:00,Monday
Cardiovascular Pharmacology & Therapeutics,Tutorial,13:00,Monday
Place-Based Education and Outdoor Learning in the City.,Workshop,13:00,Monday
