Module,Event,Time,Day
Science of Close Relationships,Lecture,11:00,It's Friday Thennnnn
Applied Developmental Psychopathology,Tutorial,11:00,It's Friday Thennnnn
Principles of Environmental Sustainability,Lecture,11:00,It's Friday Thennnnn
Animation 1A Introduction,Tutorial,11:00,It's Friday Thennnnn
Storytelling in Data and Decision Analytics,Lecture,11:00,It's Friday Thennnnn
Ethics and Governance in Psychological Practice,Lecture,11:00,It's Friday Thennnnn
The Animal Body (4),Lecture,11:00,It's Friday Thennnnn
PGDE Secondary Curriculum and Pedagogy,Workshop,12:00,It's Friday Thennnnn
Accounting for Business 1,Tutorial,12:00,It's Friday Thennnnn
"The Transformation of the Roman World, ca. 300-800: Towards Byzantium and the Early Medieval West",Tutorial,12:00,It's Friday Thennnnn
Architectural Design: Elements,Tutorial,12:00,It's Friday Thennnnn
Landscape architecture design: Context and Grounding,Tutorial,12:00,It's Friday Thennnnn
Landscape architecture design: Context and Grounding,Lecture,12:00,It's Friday Thennnnn
Presentation: Methods & Context 3,Workshop,12:00,It's Friday Thennnnn
Psychological Well-being and Business,Tutorial,12:00,It's Friday Thennnnn
Psychological Well-being and Business,Lecture,12:00,It's Friday Thennnnn
Decision Analytics,Tutorial,12:00,It's Friday Thennnnn
The Animal Body (1),Practical,12:00,It's Friday Thennnnn
Professional & Clinical Skills (1),Lecture,12:00,It's Friday Thennnnn
The Animal Body 2 (GEP),Tutorial,12:00,It's Friday Thennnnn
Integrated Clinical Course: Farm Animal,Tutorial,12:00,It's Friday Thennnnn
Veterinary Public Health,Lecture,12:00,It's Friday Thennnnn
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,12:00,It's Friday Thennnnn
Interpersonal Psychotherapy (IPT) - Level A,Lecture,12:00,It's Friday Thennnnn
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,12:00,It's Friday Thennnnn
Fashion Design 3A: Fashion Innovation for Industry,Workshop,12:00,It's Friday Thennnnn
Fashion 4C: Design Book - Professional Positioning for Industry,Tutorial,12:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,12:00,It's Friday Thennnnn
Curriculum Plus 1 (Primary Specialisms),Practical,12:00,It's Friday Thennnnn
Human Geography,Tutorial,12:00,It's Friday Thennnnn
The Historian's Toolkit,Tutorial,12:00,It's Friday Thennnnn
Introduction to Historiography,Tutorial,12:00,It's Friday Thennnnn
Family Law (Ordinary),Tutorial,12:00,It's Friday Thennnnn
Professional Skills and Responsibility,Practical,12:00,It's Friday Thennnnn
Whole Body Health 2,Tutorial,12:00,It's Friday Thennnnn
Year 4 - Process of Care 1,Tutorial,12:00,It's Friday Thennnnn
Year 5 - Process of Care 2,Practical,12:00,It's Friday Thennnnn
Year 6 - Preparation for Practice,Practical,12:00,It's Friday Thennnnn
Review of Neuroscience,Lecture,12:00,It's Friday Thennnnn
Mental Health: Life Sciences and Nursing Care 2,Practical,12:00,It's Friday Thennnnn
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,12:00,It's Friday Thennnnn
Life Sciences and Nursing Care,Practical,12:00,It's Friday Thennnnn
Research Skills in the Social Sciences: Data Collection,Workshop,12:00,It's Friday Thennnnn
Morality and Value,Tutorial,12:00,It's Friday Thennnnn
Comparative Politics in a Globalized World,Tutorial,12:00,It's Friday Thennnnn
Politics in a Changing World: An Introduction for non-specialists,Tutorial,12:00,It's Friday Thennnnn
Politics and International Relations 1A: Concepts and Debates,Tutorial,12:00,It's Friday Thennnnn
Introduction to Social Anthropology,Tutorial,12:00,It's Friday Thennnnn
Clinical Psychology 1,Tutorial,12:00,It's Friday Thennnnn
Clinical Psychology 2,Tutorial,12:00,It's Friday Thennnnn
Performance Costume 2A: Costume and Set Design for Performance,Workshop,12:00,It's Friday Thennnnn
"Professionalism: Leading and managing in health and social care: Society, Culture and Health 4",Practical,12:00,It's Friday Thennnnn
"International Development, Aid and Humanitarianism",Tutorial,12:00,It's Friday Thennnnn
Biology 1A: Variation,Workshop,12:00,It's Friday Thennnnn
Biology 2B: Genetics and Evolution,Practical,12:00,It's Friday Thennnnn
International Business: Globalisation and Trade 2A,Tutorial,12:00,It's Friday Thennnnn
Laboratory Techniques 1 Chemistry PGT,Workshop,12:00,It's Friday Thennnnn
Statistics For Finance,Lecture,12:00,It's Friday Thennnnn
Film and TV 2B: Visual Aesthetics in Cinema,Lecture,12:00,It's Friday Thennnnn
"Mathematics, Statistics and Econometrics",Tutorial,12:00,It's Friday Thennnnn
"Mathematics, Statistics and Econometrics",Lecture,12:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 2: The Early Secondary Years,Practical,12:00,It's Friday Thennnnn
Dance Pedagogy,Lecture,12:00,It's Friday Thennnnn
Language and the Learner,Workshop,12:00,It's Friday Thennnnn
TESOL Methodology,Workshop,12:00,It's Friday Thennnnn
Ethics and Politics of Data,Tutorial,12:00,It's Friday Thennnnn
Theories of International Relations,Tutorial,12:00,It's Friday Thennnnn
Introduction to Cognitive Science,Tutorial,12:00,It's Friday Thennnnn
Animal models and genomic modification for One Health Models of Disease,Lecture,12:00,It's Friday Thennnnn
Geometry and Physics of Soft Condensed Matter,Lecture,12:00,It's Friday Thennnnn
Economic Principles,Tutorial,12:00,It's Friday Thennnnn
Scottish Legal System,Tutorial,12:00,It's Friday Thennnnn
"Practical Research Methods for Anaesthesia, Critical Care and Pain Medicine",Lecture,12:00,It's Friday Thennnnn
Professional & Clinical Skills (3),Tutorial,12:00,It's Friday Thennnnn
Professional & Clinical Skills (3),Lecture,12:00,It's Friday Thennnnn
Fundamental Methods in Geography,Tutorial,12:00,It's Friday Thennnnn
Medieval Worlds: A Journey through the Middle Ages,Lecture,12:00,It's Friday Thennnnn
Developmental Cognitive Neuroscience: Childhood,Tutorial,12:00,It's Friday Thennnnn
Biology 2A: Data Exploration in Biology,Lecture,12:00,It's Friday Thennnnn
Physiology 3,Lecture,12:00,It's Friday Thennnnn
Emergency Medicine,Workshop,12:00,It's Friday Thennnnn
Classical Field Theory,Workshop,12:00,It's Friday Thennnnn
Detectors in Particle & Nuclear Physics,Workshop,12:00,It's Friday Thennnnn
Critical Analysis,Tutorial,12:00,It's Friday Thennnnn
Architectural Design: Explorations,Lecture,12:00,It's Friday Thennnnn
"Architectural Management, Practice and Law",Workshop,12:00,It's Friday Thennnnn
TPG Studio,Workshop,12:00,It's Friday Thennnnn
Molecular and Synthetic Plant Biology 3,Tutorial,12:00,It's Friday Thennnnn
Molecular and Synthetic Plant Biology 3,Practical,12:00,It's Friday Thennnnn
Gametes and Gonads,Tutorial,12:00,It's Friday Thennnnn
Principles of Finance,Lecture,12:00,It's Friday Thennnnn
Common Mental Health Presentations,Lecture,12:00,It's Friday Thennnnn
Professional Development (MBA),Tutorial,12:00,It's Friday Thennnnn
Clinical Biochemistry and Endocrinology 3,Workshop,12:00,It's Friday Thennnnn
Modern Physics,Workshop,12:00,It's Friday Thennnnn
Architectural Technology Research,Lecture,12:00,It's Friday Thennnnn
Biology 1B: Life,Workshop,12:00,It's Friday Thennnnn
Performance Costume 1A: Introduction to Performance Costume,Workshop,12:00,It's Friday Thennnnn
"Working with Risk, trust and Complexity (PG)",Workshop,12:00,It's Friday Thennnnn
Sport History,Workshop,12:00,It's Friday Thennnnn
"Fashion 4B: Garment Technology, Prototype & Manufacture",Workshop,12:00,It's Friday Thennnnn
Technology and Environment 2A: Building Environment,Lecture,12:00,It's Friday Thennnnn
Greek 1A,Lecture,12:00,It's Friday Thennnnn
"Introduction to Community Arts Practice: Modes, Methods and Meanings",Tutorial,12:00,It's Friday Thennnnn
Statistics and Data Analysis,Lecture,12:00,It's Friday Thennnnn
Sport Science 3A: Biomechanics & Sport Psychology,Tutorial,12:00,It's Friday Thennnnn
Global Environmental Change- Foundations,Practical,12:00,It's Friday Thennnnn
Primary Studies 1: The Nature of Knowledge,Workshop,12:00,It's Friday Thennnnn
Invitation to Sociology,Tutorial,12:00,It's Friday Thennnnn
Pharmacology 3,Lecture,12:00,It's Friday Thennnnn
Science Communication,Lecture,12:00,It's Friday Thennnnn
Student Research Component (Foundation Skills),Practical,12:00,It's Friday Thennnnn
Introduction to Mobile Robotics,Lecture,12:00,It's Friday Thennnnn
Neurodevelopmental Disorders,Lecture,12:00,It's Friday Thennnnn
History and Theory of Conservation,Tutorial,12:00,It's Friday Thennnnn
Animal Cognition and Consciousness,Lecture,12:00,It's Friday Thennnnn
Animal Cognition and Consciousness,Practical,12:00,It's Friday Thennnnn
Professional Practice,Workshop,12:00,It's Friday Thennnnn
Outdoor and Environmental Education Praxis,Workshop,12:00,It's Friday Thennnnn
Software Testing,Lecture,12:00,It's Friday Thennnnn
Strategising for Sustainability,Tutorial,12:00,It's Friday Thennnnn
What's Up Doc? Introducing Animation Studies,Lecture,12:00,It's Friday Thennnnn
Health and Wellbeing - Philosophical and Sociological Perspectives 4,Workshop,12:00,It's Friday Thennnnn
Researching with Media,Workshop,12:00,It's Friday Thennnnn
Sport and Technology,Lecture,12:00,It's Friday Thennnnn
The Economics of Cities and Regions,Lecture,12:00,It's Friday Thennnnn
Experimental Immunology,Workshop,12:00,It's Friday Thennnnn
Introduction to Statistics,Lecture,12:00,It's Friday Thennnnn
Sport and Recreation Management (Dissertation) 4,Workshop,12:00,It's Friday Thennnnn
Evolution of Social Behaviour,Lecture,12:00,It's Friday Thennnnn
Patterning in Development,Lecture,12:00,It's Friday Thennnnn
Principles of Environmental Sustainability,Lecture,12:00,It's Friday Thennnnn
Programming for Data Science at Scale,Lecture,12:00,It's Friday Thennnnn
Environmental Problems and Issues,Lecture,12:00,It's Friday Thennnnn
Planning & Instruction for Performance,Tutorial,12:00,It's Friday Thennnnn
Taxation Practices,Lecture,12:00,It's Friday Thennnnn
PGDE Secondary Curriculum and Pedagogy,Workshop,13:00,It's Friday Thennnnn
Accounting for Business 1,Tutorial,13:00,It's Friday Thennnnn
"The Transformation of the Roman World, ca. 300-800: Towards Byzantium and the Early Medieval West",Tutorial,13:00,It's Friday Thennnnn
Architectural Design: Elements,Workshop,13:00,It's Friday Thennnnn
Architectural Design: In Place,Tutorial,13:00,It's Friday Thennnnn
Landscape architecture design: Context and Grounding,Tutorial,13:00,It's Friday Thennnnn
Presentation: Methods & Context 3,Tutorial,13:00,It's Friday Thennnnn
Business Research Methods I: Introduction to Data Analysis,Tutorial,13:00,It's Friday Thennnnn
Global Challenges for Business,Lecture,13:00,It's Friday Thennnnn
Psychological Well-being and Business,Tutorial,13:00,It's Friday Thennnnn
Decision Analytics,Tutorial,13:00,It's Friday Thennnnn
The Animal Body (1),Lecture,13:00,It's Friday Thennnnn
Professional & Clinical Skills (1),Tutorial,13:00,It's Friday Thennnnn
The Animal Body 2 (GEP),Practical,13:00,It's Friday Thennnnn
Clinical Foundation Course (Yr 3),Practical,13:00,It's Friday Thennnnn
Integrated Clinical Course: Farm Animal,Tutorial,13:00,It's Friday Thennnnn
Integrated Clinical Course: Farm Animal,Lecture,13:00,It's Friday Thennnnn
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,13:00,It's Friday Thennnnn
Interpersonal Psychotherapy (IPT) - Level A,Lecture,13:00,It's Friday Thennnnn
Interpersonal Psychotherapy (IPT) - Level A,Workshop,13:00,It's Friday Thennnnn
Psychological Skills Placement,Lecture,13:00,It's Friday Thennnnn
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,13:00,It's Friday Thennnnn
Fashion Design 3A: Fashion Innovation for Industry,Workshop,13:00,It's Friday Thennnnn
Fashion 4C: Design Book - Professional Positioning for Industry,Tutorial,13:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,13:00,It's Friday Thennnnn
Professional Development Programme,Workshop,13:00,It's Friday Thennnnn
Curriculum Plus 1 (Primary Specialisms),Tutorial,13:00,It's Friday Thennnnn
"Literary Studies 2A: English Literature in the World, 1380-1788",Tutorial,13:00,It's Friday Thennnnn
Human Geography,Tutorial,13:00,It's Friday Thennnnn
Project Design and Literature Analysis,Lecture,13:00,It's Friday Thennnnn
The Historian's Toolkit,Tutorial,13:00,It's Friday Thennnnn
Themes in Modern European History,Tutorial,13:00,It's Friday Thennnnn
Introduction to Historiography,Tutorial,13:00,It's Friday Thennnnn
Family Law (Ordinary),Tutorial,13:00,It's Friday Thennnnn
Professional Skills and Responsibility,Practical,13:00,It's Friday Thennnnn
Whole body health 1,Lecture,13:00,It's Friday Thennnnn
Whole Body Health 2,Tutorial,13:00,It's Friday Thennnnn
Year 4 - Process of Care 1,Tutorial,13:00,It's Friday Thennnnn
Year 5 - Process of Care 2,Practical,13:00,It's Friday Thennnnn
Year 6 - Preparation for Practice,Practical,13:00,It's Friday Thennnnn
Review of Neuroscience,Lecture,13:00,It's Friday Thennnnn
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,13:00,It's Friday Thennnnn
Life Sciences and Nursing Care,Practical,13:00,It's Friday Thennnnn
Sustainable Energy Contexts (MSc),Workshop,13:00,It's Friday Thennnnn
Research Skills in the Social Sciences: Data Collection,Workshop,13:00,It's Friday Thennnnn
Morality and Value,Tutorial,13:00,It's Friday Thennnnn
Politics in a Changing World: An Introduction for non-specialists,Tutorial,13:00,It's Friday Thennnnn
Politics and International Relations 1A: Concepts and Debates,Tutorial,13:00,It's Friday Thennnnn
Psychology 1A,Tutorial,13:00,It's Friday Thennnnn
Introduction to Social Anthropology,Tutorial,13:00,It's Friday Thennnnn
Sociology 2a: Thinking Sociologically,Tutorial,13:00,It's Friday Thennnnn
Population Health and Health Policy,Tutorial,13:00,It's Friday Thennnnn
Clinical Psychology 1,Tutorial,13:00,It's Friday Thennnnn
Clinical Psychology 2,Tutorial,13:00,It's Friday Thennnnn
Performance Costume 2A: Costume and Set Design for Performance,Workshop,13:00,It's Friday Thennnnn
Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),Tutorial,13:00,It's Friday Thennnnn
Developing as a Strategic Educational Leader,Lecture,13:00,It's Friday Thennnnn
Neurodegeneration and Regeneration,Lecture,13:00,It's Friday Thennnnn
"Professionalism: Leading and managing in health and social care: Society, Culture and Health 4",Practical,13:00,It's Friday Thennnnn
"International Development, Aid and Humanitarianism",Tutorial,13:00,It's Friday Thennnnn
Ancient History 2a: Past and Present in the Ancient World,Tutorial,13:00,It's Friday Thennnnn
Urbanism and the City: Past to Present,Tutorial,13:00,It's Friday Thennnnn
Biology 1A: Variation,Practical,13:00,It's Friday Thennnnn
International Business: Globalisation and Trade 2A,Tutorial,13:00,It's Friday Thennnnn
Laboratory Techniques 1 Chemistry PGT,Workshop,13:00,It's Friday Thennnnn
Film Theory,Tutorial,13:00,It's Friday Thennnnn
Graphic Design 2A: Applied Graphic Design,Tutorial,13:00,It's Friday Thennnnn
Film and TV 2B: Visual Aesthetics in Cinema,Lecture,13:00,It's Friday Thennnnn
FTV 3A: Experimentation in Short Film,Workshop,13:00,It's Friday Thennnnn
Economics Honours Dissertation,Workshop,13:00,It's Friday Thennnnn
Essentials of Econometrics,Tutorial,13:00,It's Friday Thennnnn
"Mathematics, Statistics and Econometrics",Tutorial,13:00,It's Friday Thennnnn
"Mathematics, Statistics and Econometrics",Lecture,13:00,It's Friday Thennnnn
Professional Practice Placement 1,Lecture,13:00,It's Friday Thennnnn
Physical Education Curriculum and Pedagogy 2: The Early Secondary Years,Practical,13:00,It's Friday Thennnnn
Dance Pedagogy,Lecture,13:00,It's Friday Thennnnn
Language and the Learner,Workshop,13:00,It's Friday Thennnnn
TESOL Methodology,Workshop,13:00,It's Friday Thennnnn
Ethics and Politics of Data,Tutorial,13:00,It's Friday Thennnnn
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,13:00,It's Friday Thennnnn
"History of Art 2A Reason, Romance, Revolution: Art from 1700 to 1900",Tutorial,13:00,It's Friday Thennnnn
Quantitative Genetics,Lecture,13:00,It's Friday Thennnnn
International Political Economy,Tutorial,13:00,It's Friday Thennnnn
Theories of International Relations,Tutorial,13:00,It's Friday Thennnnn
Research Design in Politics and International Relations,Tutorial,13:00,It's Friday Thennnnn
Introduction to Cognitive Science,Tutorial,13:00,It's Friday Thennnnn
Animal models and genomic modification for One Health Models of Disease,Lecture,13:00,It's Friday Thennnnn
Education Policy and the Politics of Education,Workshop,13:00,It's Friday Thennnnn
Literary Studies 1A,Tutorial,13:00,It's Friday Thennnnn
Contract and Unjustified Enrichment,Tutorial,13:00,It's Friday Thennnnn
Criminal Law (Ordinary),Tutorial,13:00,It's Friday Thennnnn
Geometry and Physics of Soft Condensed Matter,Lecture,13:00,It's Friday Thennnnn
Economic Principles,Tutorial,13:00,It's Friday Thennnnn
